client_id,investment_date,asset_class,investment_amount,return_pct,investment_value
C03516,2012-06-13,Crypto,2929674.76,0.5971,4678983.56
C00845,2023-09-22,Mutual Funds,3296118.57,0.376,4535459.15
C01485,2012-03-25,Mutual Funds,1990876.15,0.7862,3556102.98
C01219,2013-02-22,Stocks,1868877.83,0.1118,2077818.37
C01084,2016-12-31,Stocks,1941219.16,0.2072,2343439.77
C02244,2012-04-23,Bonds,2066559.2,-0.2709,1506728.31
C03493,2008-05-24,Mutual Funds,2028691.33,-0.155,1714244.17
C01636,2010-01-14,Stocks,2968935.21,0.1775,3495921.21
C03116,2017-02-18,Mutual Funds,3860386.9,-0.1107,3433042.07
C02511,2023-09-14,Bonds,4487197.83,0.27,5698741.24
C01817,2015-07-16,Crypto,3281074.31,0.06,3477938.77
C03926,2009-05-17,Mutual Funds,2710624.69,0.5981,4331849.32
C03499,2022-06-10,Stocks,4595272.35,0.0204,4689015.91
C02493,2010-06-20,Real Estate,1372788.75,0.5399,2113957.4
C02979,2014-04-17,Real Estate,1966459.0,-0.6761,636936.07
C03425,2013-07-16,Real Estate,1343629.44,-0.3182,916086.55
C00390,2012-01-28,Stocks,4305453.62,0.1823,5090337.81
C00005,2009-03-03,Real Estate,864927.44,-0.1676,719965.6
C01737,2014-05-26,Crypto,1723184.96,0.0341,1781945.57
C02296,2021-08-08,Stocks,3842336.93,-0.0076,3813135.17
C03530,2012-02-23,Real Estate,4425191.61,-0.0186,4342883.05
C04025,2016-02-26,Real Estate,2352149.92,-0.673,769153.02
C02494,2010-07-02,Stocks,4368002.95,0.1198,4891289.7
C00112,2023-04-26,Mutual Funds,3354065.26,0.8802,6306313.5
C01068,2015-06-06,Real Estate,4236927.91,0.0788,4570797.83
C02961,2024-08-30,Mutual Funds,4536308.59,0.0742,4872902.69
C04333,2021-07-24,Real Estate,3701824.84,0.9357,7165622.34
C01952,2022-08-01,Real Estate,1739502.72,1.3166,4029732.0
C01721,2021-02-07,Crypto,2603082.15,-0.3959,1572521.93
C00715,2010-05-21,Bonds,3571051.58,0.9857,7091037.12
C04931,2010-09-12,Stocks,4306299.9,-0.0034,4291658.48
C04806,2022-09-04,Bonds,2040692.44,-0.5145,990756.18
C01581,2023-10-21,Crypto,3437636.56,0.4447,4966353.54
C00809,2009-09-05,Mutual Funds,4387568.72,-0.5704,1884899.52
C02810,2014-10-05,Crypto,2091239.87,-0.0448,1997552.32
C01655,2019-12-19,Bonds,4751948.38,-0.1042,4256795.36
C00359,2010-11-13,Bonds,4791680.1,0.0853,5200410.41
C03426,2020-05-06,Real Estate,4242240.21,-0.588,1747802.97
C04591,2015-10-16,Real Estate,102987.65,-0.6821,32739.77
C03674,2022-02-15,Stocks,4311812.25,0.4371,6196505.38
C03573,2009-07-08,Crypto,1418022.29,0.6391,2324280.34
C03433,2019-09-30,Mutual Funds,1108246.25,0.6793,1861077.93
C00180,2011-09-29,Mutual Funds,174961.2,-0.7305,47152.04
C02246,2023-08-17,Bonds,4045079.77,-0.2689,2957357.82
C02373,2009-01-07,Mutual Funds,4002020.58,1.2047,8823254.77
C00499,2023-07-24,Bonds,3021693.32,-0.3738,1892184.36
C03257,2019-02-07,Mutual Funds,4135963.58,-0.7401,1074936.93
C04207,2009-09-06,Bonds,1325909.56,-0.1939,1068815.7
C03587,2024-11-01,Mutual Funds,2681425.2,-0.957,115301.28
C03147,2020-08-12,Crypto,456595.56,-0.8006,91045.15
C03284,2021-08-14,Real Estate,3593300.1,-0.23,2766841.08
C01696,2012-02-16,Stocks,2064378.84,-0.2128,1625079.02
C01311,2020-10-28,Bonds,1139663.93,-0.8302,193514.94
C04851,2023-08-17,Stocks,2245109.7,0.6738,3757864.62
C04201,2018-03-19,Mutual Funds,2686309.44,-0.1546,2271006.0
C04302,2013-10-21,Real Estate,4402229.09,-0.122,3865157.14
C01805,2014-08-24,Real Estate,2169184.79,-0.1531,1837082.6
C04524,2010-09-02,Bonds,2490383.54,0.0359,2579788.31
C01835,2009-01-08,Mutual Funds,2771294.44,0.9631,5440328.12
C01952,2014-07-18,Stocks,888231.69,0.331,1182236.38
C01214,2014-03-25,Bonds,1261863.45,0.0764,1358269.82
C02216,2009-02-26,Bonds,1071667.09,-0.4832,553837.55
C01721,2019-12-28,Stocks,301305.77,-0.3519,195276.27
C00012,2022-07-19,Real Estate,3549955.43,-0.1315,3083136.29
C04958,2016-04-11,Real Estate,2669093.34,-0.1625,2235365.67
C00682,2023-10-28,Mutual Funds,3031476.99,0.3108,3973660.04
C02164,2024-03-12,Bonds,1685272.64,-0.7808,369411.76
C03346,2021-09-18,Real Estate,435610.86,0.4792,644355.58
C02660,2009-04-14,Stocks,1115527.09,-0.0701,1037328.64
C02913,2012-12-01,Real Estate,3291760.63,-0.5706,1413482.01
C01448,2013-09-28,Stocks,1319766.57,0.086,1433266.5
C04403,2022-09-28,Mutual Funds,3029191.69,-0.0738,2805637.34
C00872,2024-03-16,Crypto,4814389.6,-0.3165,3290635.29
C02109,2022-01-17,Mutual Funds,2867434.73,1.3105,6625207.94
C04513,2012-08-15,Crypto,4639575.25,-0.1768,3819298.35
C01808,2015-04-10,Real Estate,1187034.56,0.5564,1847500.59
C01671,2021-01-16,Crypto,1313905.43,0.9267,2531501.59
C01276,2018-01-02,Bonds,2516592.82,0.0953,2756424.12
C03555,2016-04-07,Bonds,339914.18,0.5051,511604.83
C03925,2010-02-06,Crypto,1448199.83,0.3906,2013866.68
C01487,2018-04-21,Bonds,3320964.57,0.5546,5162771.52
C01443,2012-03-27,Mutual Funds,4226282.57,-0.0095,4186132.89
C04019,2024-05-11,Bonds,2627634.56,0.4314,3761196.11
C02311,2008-06-21,Real Estate,2479089.33,0.2555,3112496.65
C01335,2011-12-26,Crypto,1566940.45,-0.3123,1077584.95
C04980,2012-03-18,Stocks,1943267.21,0.4355,2789560.08
C01176,2009-08-13,Crypto,4328770.46,-0.2535,3231427.15
C02010,2018-03-16,Crypto,1074507.77,0.8582,1996650.34
C00822,2024-03-30,Mutual Funds,1780485.99,-0.3363,1181708.55
C01125,2024-04-19,Stocks,3716921.23,-0.1975,2982829.29
C04943,2010-03-27,Crypto,1261097.36,-1.019,-23960.85
C03146,2008-06-18,Stocks,4910404.82,-0.3613,3136275.56
C00112,2022-06-15,Stocks,1956070.13,0.9259,3767195.46
C01083,2013-07-27,Stocks,2094376.19,0.8526,3880041.33
C02193,2011-03-14,Mutual Funds,2159786.62,0.0925,2359566.88
C00111,2008-03-17,Stocks,2524192.64,-0.2566,1876484.81
C04444,2024-07-05,Real Estate,748597.04,0.1953,894798.04
C00697,2012-07-15,Bonds,983216.78,-0.3395,649414.68
C03936,2020-08-15,Crypto,1257899.33,-0.1257,1099781.38
C01337,2014-11-23,Real Estate,1638503.9,0.3507,2213127.22
C03924,2011-06-19,Bonds,1050254.32,-0.1196,924643.9
C00458,2020-03-10,Real Estate,3357168.68,0.0766,3614327.8
C04454,2010-10-05,Stocks,2616267.59,0.3661,3574083.15
C00365,2010-04-22,Mutual Funds,636778.76,0.378,877481.13
C02431,2010-04-20,Mutual Funds,1993397.56,-0.1841,1626413.07
C03403,2011-03-07,Stocks,1316967.63,-0.2752,954538.14
C01838,2008-07-15,Bonds,2781625.73,0.3763,3828351.49
C03500,2016-08-23,Bonds,632724.34,0.0214,646264.64
C02895,2022-09-12,Real Estate,4868486.98,0.4467,7043240.11
C01851,2023-05-08,Crypto,1695510.66,-0.282,1217376.65
C00921,2019-01-11,Bonds,716263.9,-0.1353,619353.39
C00903,2013-01-13,Stocks,3294618.17,0.4832,4886577.67
C02309,2016-01-06,Stocks,2832651.98,-0.1677,2357616.24
C02734,2010-08-27,Real Estate,3661457.33,-1.5938,-2174173.36
C00695,2008-12-21,Mutual Funds,439776.8,0.4373,632091.19
C01238,2011-12-29,Crypto,289883.2,0.2318,357078.13
C04346,2015-07-06,Mutual Funds,704126.04,-0.1681,585762.45
C01486,2023-03-28,Crypto,2018339.56,0.9371,3909725.56
C01231,2022-12-19,Real Estate,685696.21,-0.46,370275.95
C02352,2015-10-24,Stocks,2383625.66,0.0898,2597675.24
C02221,2019-03-13,Real Estate,3818312.88,0.0126,3866423.62
C02175,2023-12-15,Stocks,4960087.83,-0.768,1150740.38
C00018,2011-05-02,Bonds,3433565.47,-0.0635,3215534.06
C02624,2011-04-25,Crypto,3839536.75,0.6552,6355201.23
C03660,2024-03-06,Crypto,203505.36,-0.0451,194327.27
C00552,2010-07-16,Mutual Funds,2010357.67,-0.0789,1851740.45
C03502,2024-04-19,Real Estate,4228878.65,0.726,7299044.55
C01186,2010-01-10,Real Estate,3546862.16,-0.5623,1552461.57
C01045,2012-01-29,Crypto,2931325.59,0.5839,4642926.6
C02889,2015-02-28,Crypto,1711985.7,-0.8536,250634.71
C03473,2018-10-17,Crypto,420284.82,0.585,666151.44
C04930,2022-04-12,Real Estate,1645699.64,-0.5858,681648.79
C01133,2022-09-01,Bonds,1957879.9,-0.3329,1306101.68
C03140,2017-05-22,Mutual Funds,2054091.3,-0.5458,932968.27
C04073,2020-01-31,Mutual Funds,3602359.93,0.4255,5135164.08
C04036,2019-12-11,Mutual Funds,210360.09,0.089,229082.14
C01886,2016-08-16,Stocks,2515838.54,0.465,3685703.46
C04760,2024-01-13,Crypto,246743.46,0.1572,285531.53
C04317,2020-12-16,Bonds,2867924.43,-0.1349,2481041.42
C00715,2013-04-10,Real Estate,4381585.45,0.3745,6022489.2
C00024,2012-07-23,Stocks,96198.0,0.195,114956.61
C02969,2020-07-10,Crypto,3286331.11,0.1417,3752004.23
C01095,2010-06-21,Stocks,2195707.19,-0.1599,1844613.61
C02862,2016-02-04,Bonds,3449415.54,0.0649,3673282.61
C02415,2018-04-29,Bonds,2409704.43,-0.0654,2252109.76
C04518,2017-06-11,Bonds,323388.91,-0.1112,287428.06
C01727,2013-01-13,Stocks,2871893.41,0.1358,3261896.54
C01129,2010-08-18,Bonds,4085693.56,1.2658,9257364.47
C03093,2024-06-10,Stocks,4305183.1,-0.279,3104037.02
C03480,2016-05-02,Stocks,2828221.86,0.9346,5471478.01
C00869,2022-11-12,Mutual Funds,3245753.93,0.4069,4566451.2
C00605,2018-09-11,Mutual Funds,670740.36,-0.0374,645654.67
C01296,2008-09-04,Bonds,3357887.52,-0.4831,1735692.06
C02993,2011-03-03,Stocks,1072286.06,-0.6637,360609.8
C02008,2009-09-23,Stocks,2926023.18,-0.1698,2429184.44
C04663,2017-05-04,Bonds,1598940.66,0.0494,1677928.33
C01495,2018-07-15,Bonds,4052354.13,0.6366,6632082.77
C04321,2023-09-01,Real Estate,3490886.5,0.5496,5409477.72
C03852,2017-03-25,Real Estate,1555554.13,-0.0618,1459420.88
C03638,2022-06-18,Stocks,4159094.72,-0.1695,3454128.16
C02350,2010-06-30,Bonds,4902373.52,-0.0597,4609701.82
C00492,2022-05-29,Stocks,701084.02,0.0782,755908.79
C04950,2024-11-05,Bonds,1611080.8,-0.2956,1134845.32
C04123,2011-08-06,Stocks,4716843.14,0.1495,5422011.19
C03248,2017-07-02,Crypto,1826053.28,0.1062,2019980.14
C04540,2023-12-15,Real Estate,3777430.93,0.1185,4225056.5
C04687,2019-04-04,Real Estate,3033991.18,0.8095,5490007.04
C01863,2017-07-02,Bonds,3143978.21,0.7502,5502590.66
C02227,2010-01-23,Mutual Funds,2769087.43,0.2989,3596767.66
C03093,2010-10-22,Bonds,1078983.17,0.2428,1340960.28
C03281,2021-11-19,Stocks,419936.99,1.202,924701.25
C01794,2016-10-18,Bonds,4146079.72,-1.283,-1173340.56
C04582,2021-07-27,Stocks,2219474.11,0.5701,3484796.3
C03838,2018-09-15,Real Estate,191975.72,1.3628,453600.23
C03319,2016-07-13,Bonds,3076459.27,-0.086,2811883.77
C00448,2016-05-01,Crypto,2972064.34,0.239,3682387.72
C01596,2014-01-20,Stocks,2968459.11,0.052,3122818.98
C00856,2009-09-29,Real Estate,1137881.22,0.2065,1372853.69
C04942,2015-07-11,Stocks,857451.4,0.6031,1374580.34
C01963,2014-04-30,Bonds,3218117.06,0.8811,6053600.0
C04437,2010-05-22,Stocks,440942.13,-0.0415,422643.03
C01736,2021-05-23,Stocks,1567533.66,0.5119,2369954.14
C02533,2012-03-17,Mutual Funds,2312344.87,0.5818,3657667.12
C01653,2022-04-26,Stocks,4646375.62,-0.0717,4313230.49
C01969,2014-01-14,Stocks,1517962.63,0.2564,1907168.25
C04671,2020-08-31,Stocks,4654107.55,0.3081,6088038.09
C04619,2018-11-07,Stocks,1229505.81,-0.7349,325941.99
C00394,2015-01-21,Stocks,4120648.36,0.3582,5596664.6
C02529,2008-03-10,Real Estate,27615.63,-0.8745,3465.76
C02314,2016-12-05,Mutual Funds,1614095.85,0.4648,2364327.6
C01597,2015-01-20,Crypto,3224886.71,0.2442,4012404.04
C02916,2010-11-27,Stocks,4266011.72,0.6086,6862306.45
C02715,2017-02-18,Mutual Funds,1323720.96,-1.3127,-413927.54
C00828,2019-04-06,Bonds,59212.85,0.6291,96463.65
C00195,2021-03-03,Crypto,2784503.9,0.572,4377240.13
C03908,2021-02-24,Stocks,3681663.21,0.9446,7159362.28
C02377,2011-08-13,Bonds,2857126.3,-0.6966,866852.12
C03794,2009-10-07,Stocks,399146.0,0.413,563993.3
C01898,2012-11-01,Bonds,2148584.11,-0.8843,248591.18
C01320,2019-04-02,Mutual Funds,3602448.08,0.3859,4992632.79
C04987,2022-08-11,Mutual Funds,3219209.27,0.6682,5370284.9
C02797,2018-01-13,Bonds,3243826.52,-0.3059,2251539.99
C02778,2014-07-10,Real Estate,3187589.45,-0.05,3028209.98
C03530,2008-11-23,Crypto,3482839.41,0.0942,3810922.88
C01959,2012-09-06,Mutual Funds,1880832.91,-0.6759,609577.95
C04972,2009-09-06,Bonds,1019383.25,0.3475,1373618.93
C04645,2022-01-29,Crypto,1702583.8,-0.8574,242788.45
C00798,2008-05-02,Bonds,2575132.55,-0.0277,2503801.38
C02536,2020-04-09,Stocks,827686.76,0.9647,1626156.18
C04088,2010-02-09,Crypto,2180805.44,0.1798,2572914.26
C02570,2011-10-22,Real Estate,3150542.85,-0.5605,1384663.58
C01323,2009-07-12,Real Estate,2891570.7,-0.4335,1638074.8
C04723,2016-02-24,Real Estate,2491150.24,-0.7511,620047.29
C00731,2009-08-05,Bonds,1835422.2,0.3898,2550869.77
C03775,2013-10-14,Crypto,420405.91,-0.549,189603.07
C02098,2017-11-30,Bonds,4357856.86,0.5196,6622199.28
C01016,2020-10-03,Crypto,2425476.43,0.1676,2831986.28
C00325,2016-02-25,Real Estate,1910408.14,-0.8858,218168.61
C03285,2017-03-04,Mutual Funds,2821941.02,-0.855,409181.45
C01057,2017-11-20,Real Estate,3551339.03,-0.3786,2206802.07
C04199,2022-01-03,Real Estate,1820133.13,-0.0056,1809940.38
C03062,2009-11-14,Crypto,3598072.51,0.7037,6130036.14
C04145,2018-02-04,Real Estate,538158.63,0.317,708754.92
C00350,2021-12-02,Stocks,1059372.18,0.428,1512783.47
C02006,2023-09-11,Mutual Funds,727284.76,-0.0691,677029.38
C00066,2011-06-20,Stocks,151071.11,-0.7462,38341.85
C02382,2016-06-05,Bonds,1986740.42,0.37,2721834.38
C04671,2016-12-14,Stocks,2584163.49,0.1257,2908992.84
C01828,2016-09-15,Crypto,4095717.52,-0.2011,3272068.73
C00766,2015-10-29,Crypto,1575726.37,0.1088,1747165.4
C03838,2022-05-30,Mutual Funds,2878171.99,-0.2776,2079191.45
C03809,2010-06-12,Stocks,1006663.66,-0.2671,737783.8
C01477,2024-05-30,Stocks,4612571.98,0.2855,5929461.28
C03252,2017-09-18,Bonds,1964282.84,0.3436,2639210.42
C03290,2015-05-16,Stocks,2522399.14,-0.746,640689.38
C02600,2015-09-06,Mutual Funds,2525635.2,-0.0395,2425872.61
C03984,2012-10-07,Crypto,153452.24,-0.1547,129713.18
C00937,2014-03-30,Crypto,2586234.66,0.8458,4773671.94
C00314,2020-03-23,Bonds,1850624.43,0.494,2764832.9
C03850,2011-04-07,Bonds,3816662.67,0.4308,5460880.95
C02623,2020-09-28,Stocks,3613336.01,-0.222,2811175.42
C04925,2016-07-12,Stocks,2349757.33,-0.4707,1243726.55
C02962,2017-08-24,Crypto,1654634.16,-0.3088,1143683.13
C01749,2009-03-19,Bonds,692022.2,0.6608,1149310.47
C00188,2023-05-02,Crypto,1995803.22,-0.5143,969361.62
C02211,2013-08-26,Bonds,356051.81,1.0744,738593.87
C00685,2011-03-07,Stocks,2439895.15,0.142,2786360.26
C02244,2017-01-31,Stocks,4360658.21,1.0284,8845159.11
C02444,2023-12-22,Crypto,1445396.15,0.6732,2418436.84
C03439,2019-10-08,Bonds,3960223.63,-0.8657,531858.03
C02126,2012-02-16,Stocks,1622244.01,-0.2697,1184724.8
C00758,2017-08-11,Real Estate,1457177.44,0.2873,1875824.52
C02433,2011-09-09,Bonds,724408.47,-0.2037,576846.46
C02862,2017-05-26,Crypto,3587300.37,0.3983,5016122.11
C03896,2020-01-04,Bonds,4716548.69,1.3337,11007009.68
C03579,2015-12-15,Mutual Funds,2305706.81,0.9498,4495667.14
C03188,2008-03-22,Mutual Funds,1630124.83,1.2932,3738202.26
C04892,2012-06-14,Stocks,4929971.87,-0.2073,3907988.7
C04739,2021-10-29,Bonds,4688885.03,1.1239,9958722.92
C02653,2022-11-23,Real Estate,4475438.55,-0.1332,3879310.14
C00117,2011-05-17,Crypto,1965360.87,0.0349,2033951.96
C01209,2019-03-15,Real Estate,3005812.24,0.3273,3989614.59
C00931,2023-02-11,Crypto,3549313.76,0.1508,4084550.28
C02153,2019-09-05,Stocks,1343517.15,0.9168,2575253.67
C03691,2010-10-26,Crypto,3883257.59,1.07,8038343.21
C04739,2010-03-09,Stocks,1615182.44,0.4012,2263193.63
C01791,2024-09-21,Bonds,2406888.49,-0.6088,941574.78
C03443,2023-08-15,Mutual Funds,992664.33,0.9301,1915941.42
C01361,2021-06-23,Crypto,4808240.82,0.9498,9375107.95
C01771,2015-10-22,Bonds,2055824.92,0.1226,2307869.06
C01566,2023-03-30,Mutual Funds,1776303.69,-0.7319,476227.02
C00118,2016-04-21,Real Estate,2721356.4,-0.7501,680066.96
C00133,2014-10-09,Real Estate,2717805.88,-0.4804,1412171.94
C04114,2010-10-18,Crypto,2480881.32,0.0756,2668435.95
C03736,2017-04-14,Crypto,846350.4,0.8997,1607811.85
C02882,2015-11-25,Mutual Funds,2009566.56,0.6194,3254292.09
C03489,2019-09-25,Real Estate,4544995.48,0.711,7776487.27
C00929,2011-12-11,Crypto,1843443.78,0.4033,2586904.66
C03510,2016-05-14,Bonds,4800099.39,0.2392,5948283.16
C04529,2021-05-05,Bonds,861799.14,0.2241,1054928.33
C04447,2017-10-10,Crypto,1355545.08,-0.4185,788249.46
C02335,2022-10-17,Crypto,4277185.4,-0.3864,2624480.96
C02321,2023-09-30,Mutual Funds,160392.09,-0.0141,158130.56
C00813,2009-12-18,Stocks,1000165.0,-0.0963,903849.11
C00735,2022-07-27,Stocks,1160066.21,0.2259,1422125.17
C03370,2010-04-29,Crypto,29847.54,0.7688,52794.33
C04463,2010-03-27,Crypto,2147184.51,-0.3874,1315365.23
C04124,2021-01-13,Stocks,3381032.8,-0.0315,3274530.27
C02375,2017-06-07,Bonds,3510783.84,0.564,5490865.93
C01826,2018-03-13,Mutual Funds,1264.08,0.5479,1956.67
C03122,2010-07-26,Bonds,4769650.1,0.2984,6192913.69
C03847,2010-10-16,Real Estate,467343.64,0.2806,598480.27
C03801,2017-04-05,Crypto,3694151.37,0.1218,4144099.01
C00063,2016-05-27,Bonds,2853236.46,0.1878,3389074.27
C04158,2014-05-12,Real Estate,4728202.76,1.1326,10083365.21
C02167,2014-11-23,Crypto,2382215.13,-0.5249,1131790.41
C01979,2008-02-04,Crypto,4664298.26,0.0811,5042572.85
C00268,2008-05-07,Stocks,3435075.25,-0.3263,2314210.2
C01257,2016-05-25,Mutual Funds,3959740.79,0.4968,5926940.01
C04915,2015-02-13,Real Estate,4710015.24,0.1646,5485283.75
C01397,2020-10-31,Crypto,322531.8,-0.0824,295955.18
C01982,2020-06-18,Crypto,1647753.87,0.0467,1724703.98
C01579,2021-10-27,Crypto,2684804.22,0.5165,4071505.6
C00423,2020-12-16,Crypto,1332621.83,1.2931,3055835.12
C01056,2022-04-09,Crypto,4497365.97,-0.0006,4494667.55
C01424,2017-01-15,Real Estate,4451622.48,0.4338,6382736.31
C04238,2011-07-21,Crypto,1920360.52,-0.0071,1906725.96
C01893,2010-03-26,Bonds,613793.2,0.9371,1188978.81
C04131,2010-08-27,Mutual Funds,4639743.07,0.9233,8923617.85
C03212,2022-01-25,Real Estate,1836501.9,-0.0851,1680215.59
C04530,2011-07-26,Real Estate,95385.51,0.0755,102587.12
C01670,2010-02-02,Stocks,3450131.82,-0.3937,2091814.92
C00211,2017-10-23,Stocks,1674341.9,0.6249,2720638.15
C04861,2011-06-07,Stocks,3519975.6,0.6163,5689336.56
C04454,2009-10-07,Mutual Funds,2463116.75,0.0688,2632579.18
C03133,2008-07-26,Bonds,2251875.7,0.5114,3403484.93
C03717,2022-03-25,Real Estate,997704.71,0.0021,999799.89
C01529,2013-05-17,Bonds,3168042.93,0.0473,3317891.36
C02433,2012-05-06,Mutual Funds,1243430.18,0.5943,1982400.74
C02010,2024-04-15,Crypto,1636778.69,-0.2919,1159002.99
C02134,2022-10-14,Stocks,1211737.26,0.3277,1608823.56
C02253,2009-11-10,Bonds,649401.58,-0.2183,507637.22
C00190,2022-04-26,Mutual Funds,2269315.05,1.0696,4696574.43
C00848,2010-06-27,Crypto,3166784.13,0.1166,3536031.16
C04882,2010-10-02,Stocks,4053792.64,0.0591,4293371.79
C01162,2014-05-02,Real Estate,1401390.46,0.0332,1447916.62
C01480,2010-01-30,Stocks,730938.51,-0.4239,421093.68
C04049,2016-02-08,Bonds,2609900.43,-0.4784,1361324.06
C03202,2010-04-04,Crypto,3318858.69,0.8129,6016758.92
C00180,2017-04-12,Stocks,1681490.53,-0.317,1148458.03
C03986,2022-01-12,Stocks,1452128.1,-0.131,1261899.32
C01723,2023-06-01,Crypto,399865.83,0.0982,439132.65
C03075,2015-01-12,Crypto,2090429.75,0.1239,2349434.0
C01320,2012-01-12,Real Estate,441544.72,0.1677,515591.77
C00084,2012-01-03,Mutual Funds,4231743.75,0.4311,6056048.48
C04970,2008-09-14,Stocks,4101644.51,0.8152,7445305.11
C02809,2015-10-11,Crypto,2021145.13,0.113,2249534.53
C04916,2020-04-03,Stocks,2744659.94,-0.6837,868135.94
C01298,2019-09-14,Real Estate,2692093.53,0.3895,3740663.96
C00997,2012-04-28,Mutual Funds,4511325.87,0.1249,5074790.47
C00243,2020-01-08,Stocks,4378709.47,-0.0557,4134815.35
C04244,2019-06-24,Bonds,2475784.67,-0.152,2099465.4
C01772,2016-03-08,Stocks,4232825.93,0.917,8114327.31
C01778,2008-08-29,Real Estate,695660.57,0.0974,763417.91
C01136,2012-12-05,Stocks,1262816.65,-0.2919,894200.47
C01037,2014-01-01,Real Estate,1757428.32,0.3371,2349857.41
C03946,2012-06-20,Stocks,1325066.42,0.7422,2308530.72
C02856,2023-11-18,Mutual Funds,1839868.06,-0.3973,1108888.48
C02412,2018-06-23,Crypto,2776761.35,0.805,5012054.24
C03573,2019-07-01,Crypto,3627222.62,-0.5551,1613751.34
C01582,2013-08-10,Bonds,1049094.95,0.2152,1274860.18
C01622,2023-05-30,Real Estate,2144196.98,0.5275,3275260.89
C03219,2010-04-22,Mutual Funds,912493.58,-0.2285,703988.8
C04814,2014-12-27,Bonds,4048561.62,-0.4751,2125089.99
C01687,2024-03-12,Crypto,3478692.64,-0.0884,3171176.21
C03551,2018-01-02,Crypto,3582664.84,0.8414,6597119.04
C04886,2024-10-03,Real Estate,1933082.12,0.3611,2631118.07
C02612,2021-12-20,Stocks,4880093.61,-0.5318,2284859.83
C04975,2016-08-03,Crypto,1553694.26,1.0708,3217390.07
C01637,2020-09-20,Real Estate,2707989.9,-0.1422,2322913.74
C03064,2022-03-11,Stocks,4217295.55,0.2672,5344156.92
C03682,2011-10-02,Stocks,4281569.36,0.5306,6553370.06
C04190,2013-09-04,Mutual Funds,562802.49,0.5029,845835.86
C03358,2014-08-01,Mutual Funds,1009074.4,-0.0911,917147.72
C04346,2015-11-25,Crypto,392132.25,0.3458,527731.58
C00246,2010-07-28,Bonds,814098.44,0.3083,1065084.99
C02644,2017-08-18,Bonds,4271875.57,0.1858,5065590.05
C02931,2013-07-02,Stocks,4151420.71,1.0638,8567702.06
C01763,2022-09-25,Real Estate,2096827.0,-0.2298,1614976.16
C03048,2011-04-03,Real Estate,2526314.93,-0.3607,1615073.13
C01002,2008-03-19,Real Estate,2657122.63,0.3638,3623783.84
C00090,2024-01-29,Real Estate,2907251.42,0.3776,4005029.56
C01752,2018-06-09,Mutual Funds,3904146.63,0.4881,5809760.6
C02635,2013-03-20,Mutual Funds,2047830.24,-0.4493,1127740.11
C00543,2016-08-24,Real Estate,4381693.54,0.4159,6204039.88
C04930,2012-10-04,Mutual Funds,1880315.94,-0.7776,418182.27
C01782,2010-04-23,Mutual Funds,2674828.91,-0.058,2519688.83
C02278,2024-01-24,Mutual Funds,2746170.93,-0.7728,623930.04
C00613,2020-11-14,Crypto,4745613.17,-0.3054,3296302.91
C03566,2015-02-16,Real Estate,41532.88,0.7972,74642.89
C01624,2012-06-02,Stocks,47253.36,-0.3683,29849.95
C04047,2019-03-08,Stocks,113825.91,-1.4356,-49582.57
C02249,2017-06-12,Stocks,3434950.16,0.3368,4591841.37
C01017,2018-02-26,Bonds,1505294.45,-0.8033,296091.42
C04927,2015-05-01,Mutual Funds,836504.44,-0.632,307833.63
C03137,2013-04-20,Mutual Funds,2674470.08,-0.1669,2228101.02
C00175,2014-05-24,Stocks,994943.82,-0.5344,463245.84
C04717,2008-02-08,Crypto,3355202.57,0.0951,3674282.33
C02330,2010-12-09,Crypto,3769934.48,0.0391,3917338.92
C00304,2019-12-19,Mutual Funds,355287.63,-0.4144,208056.44
C00321,2015-07-26,Stocks,2991314.05,0.1806,3531545.37
C00569,2018-07-16,Stocks,2587787.59,-0.7776,575523.96
C03401,2024-03-21,Real Estate,4621847.38,1.1843,10095501.23
C02251,2015-02-11,Real Estate,2008863.98,0.733,3481361.28
C03280,2009-10-15,Mutual Funds,4745448.94,-0.2848,3393945.08
C02566,2019-01-28,Mutual Funds,4221203.72,0.5512,6547931.21
C00386,2016-10-27,Real Estate,2162549.4,0.2804,2768928.25
C03724,2019-01-24,Stocks,945162.06,0.284,1213588.09
C03064,2021-11-10,Stocks,3506004.52,-0.4311,1994565.97
C00240,2013-01-09,Stocks,1482444.04,-0.4484,817716.13
C00086,2011-02-10,Stocks,3628115.67,-0.3306,2428660.63
C02645,2023-06-03,Crypto,523307.49,0.3488,705837.14
C01855,2011-10-26,Stocks,1188343.09,-0.1533,1006170.09
C01566,2024-03-28,Real Estate,223805.63,-1.0828,-18531.11
C04404,2008-02-10,Stocks,4852896.09,-0.4034,2895237.81
C02128,2008-12-18,Stocks,1594167.59,0.6708,2663535.21
C00394,2014-10-28,Stocks,2243264.2,-0.424,1292120.18
C02161,2015-05-21,Mutual Funds,945460.14,0.2599,1191185.23
C03110,2014-01-20,Bonds,4297313.48,-0.2646,3160244.33
C01129,2021-01-31,Crypto,4356487.98,-0.6211,1650673.3
C00983,2010-10-31,Real Estate,3316076.0,0.7244,5718241.45
C01213,2024-11-20,Mutual Funds,99396.39,-0.4753,52153.29
C03386,2022-04-14,Crypto,3678477.66,0.7628,6484420.42
C01003,2019-09-14,Mutual Funds,4773233.62,0.0517,5020009.8
C01971,2020-12-17,Crypto,4629016.96,0.0933,5060904.24
